stage,Epithelial.cell,Epithelial.cell..Brain.,Keratinocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Osteoblast,Pancreatic.cell
24hpf,0,0,0,0,0,4.08640457285017,0,0
72hpf,0,1.06979114146608,0,0,1.06979114146608,0,1.06979114146608,0
21Day,0,0,0,1.33853308820331,0,0,0,0
3Month,0.319949299554195,0,1.59974649777098,0,0,0,0,0.319949299554195
