stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,8.17,20.43,4.09,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,4.28,0,0,0,0,0,0,0,1.07,0,1.07,29.95,6.42,2.14,0,0,0,0,10.7,3.21,0,0,0,4.28,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,36.14,0,1.34,0,1.34,0,0,0,5.35,0,0,34.8,17.4,6.69,0,0,2.68,0,5.35,0,0,0,0,2.68,1.34,0,0,0,0,0,0,0,8.03
3Month,0.64,4.16,13.12,245.4,1.92,1.6,49.91,27.2,0.32,111.02,39.35,4.16,238.68,19.2,53.43,153.26,17.6,5.44,0.32,17.6,12.48,4.16,1.6,12.8,1.92,0,0.64,5.12,0.32,46.39,0.32,0,0.32,4.8,4.8,65.59
22Month,1.09,24.05,32.25,153.06,6.01,3.28,45.92,97.85,13.12,417.64,55.21,18.59,432.4,3.28,27.88,123.54,40.45,1.09,24.05,21.87,1.64,2.19,0,14.21,3.28,0.55,0.55,1.64,0,30.07,2.19,1.64,0.55,2.19,0,47.56
