stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,2.14,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,54.56,5.35,0,0,0,2.14,0,0,0,3.21,2.14,0,0,0,0
21Day,9.37,0,0,17.4,4.02,0,2.68,0,1.34,0,0,1.34,0,4.02,8.03,0,4.02,2.68,16.06,0,0,2.68,0,243.61,16.06,0,1.34,0,10.71,4.02,0,0,22.76,49.53,2.68,0,0,1.34
3Month,0,0.96,0,3.84,0,0.32,0,2.56,1.6,0,0,11.52,0.64,0.96,2.24,0,0.64,2.24,0.64,0.32,0,0,0.32,7.68,0.64,0.64,0,0,0.32,0.32,5.12,0,0,0,0,0.32,3.2,1.92
22Month,0,1.64,1.09,7.65,0,0,0,21.87,10.39,0.55,0,206.09,1.64,2.73,24.05,0.55,2.19,3.28,6.01,1.64,5.47,1.09,0,51.93,0,1.64,1.64,0.55,0,0,5.47,4.92,1.64,0,0,0,0,3.28
