stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythrocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
72hpf,0,0,0,0,0,0,0,0,0,1.07,0,2.14,0,1.07,0,0,0,0,0,0,0,0
21Day,14.72,1.34,17.4,22.76,5.35,0,8.03,0,1.34,14.72,1.34,69.6,1.34,44.17,13.39,1.34,2.68,2.68,4.02,1.34,4.02,4.02
3Month,0,0,0.96,0,0.32,0.32,0,0.32,0.32,0,0,1.92,0,0,0,0,0,0.32,0,0,0,0.32
22Month,0,0,1.09,0,0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
