stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,10.7,0,0,0,0,0,0,0,0,0,0,0,3.21,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,58.9,0,5.35,0,0,37.48,0,0,0,0,1.34,1.34,1.34,6.69,0,0,0,1.34,0,0,1.34,2.68,0,0,0,1.34,0,0,0,1.34,0,0,0,1.34
3Month,0.96,1.28,238.68,0.64,0,0.64,0.32,714.45,6.4,0,12.48,8.96,0.64,16.64,3.52,6.08,3.84,5.76,1.92,0,0.96,1.6,1.28,0.32,1.28,1.28,0,0,2.88,7.68,0,0,0.32,0.96,3.52,4.8
22Month,1.64,4.92,58.49,0,0,0.55,0,330.18,3.83,1.09,33.89,2.19,2.19,21.87,0.55,0,2.73,5.47,0,1.64,0.55,0.55,0.55,0,3.28,0,0.55,0,1.09,3.83,0.55,0,0,0,0,2.73
