stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,24.52,0,36.78,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,1.07,1.07,3.21,0,0,0,0,0,0,0,0,1.07,1.07,2.14,12.84,0,0,466.43,9.63,0,16.05,0,0,6.42,0,0,6.42,0,0
21Day,1.34,0,0,0,0,0,1.34,0,0,0,0,1.34,1.34,0,1.34,2.68,2.68,32.12,0,22.76,179.36,5.35,1.34,1.34,8.03,1.34,1.34,1.34,1.34,9.37,0,1.34
3Month,0,0.96,0,1.92,0,0,0.64,0.64,0.32,0,7.36,0.32,0,0.96,0,0,0.64,2.56,0,5.44,0.64,0,0,0,0.64,0.96,0,0,0,0,5.12,0.32
22Month,0,2.19,0.55,1.09,0,0,0.55,0,1.09,1.64,28.43,1.64,0,1.09,0,0.55,1.09,7.11,1.09,3.83,1.09,0,0.55,0,0.55,7.65,0,0,0,0,2.19,0.55
