stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,2.14,7.49,2.14,0,1.07,0,0,0,0,0,0,0,0,1.07,11.77,2.14,10.7,0,0,0,0,339.12,17.12,0,0,0,6.42,0,0,5.35,0,1.07,1.07,0,0,0
21Day,2.68,0,8.03,1.34,12.05,0,1.34,0,0,0,0,1.34,0,2.68,0,0,8.03,0,6.69,0,0,6.69,0,298.49,12.05,0,2.68,0,4.02,9.37,6.69,2.68,1.34,1.34,0,0,0,1.34
3Month,0,5.44,9.92,0.96,0,0.64,6.08,0.32,1.6,1.28,0,7.04,3.52,0.32,2.88,11.2,4.8,0.96,11.52,0.32,0,0.32,0,102.38,0.96,0.32,0.32,0,0,1.28,111.34,3.84,0,0,0,1.6,4.48,3.2
22Month,0,4.37,7.11,0.55,0,0.55,2.73,0,0,1.64,1.09,15.31,0.55,0,2.19,4.92,1.09,2.19,5.47,0.55,1.09,0.55,0.55,86.37,1.64,4.92,1.64,0.55,0,0,27.88,33.35,0.55,0,0,0.55,0,1.09
