stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,12.26,4.09,57.21,12.26,0,0,0,0,0,457.68,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,2.14,0,0,2.14,0,0,0,1.07,0,0,2.14,0,2.14,0,3.21,0,0,11.77,4.28,4.28,0,0,1.07,95.21,0,1.07,1.07,0,0,0,0,0,0
21Day,119.13,24.09,18.74,410.93,13.39,262.35,52.2,4.02,16.06,0,74.96,12.05,120.47,49.53,30.79,278.41,95.04,469.83,0,1.34,58.9,2.68,489.9,223.54,14.72,20.08,0,195.43,21365.67,0,2.68,57.56,28.11,117.79,25.43,2.68,0,66.93
3Month,0.32,3.52,1.92,20.8,0,0,0,3.52,24,0.64,99.82,25.6,1.28,20.48,3.84,8.64,13.44,9.92,1.28,0.32,9.6,1.6,1.28,0.32,44.79,1.28,0,0.32,4239.65,4.48,6.72,0,0,0,0,3.52,13.12,10.24
22Month,0,2.19,1.64,8.75,0,0,0,1.64,47.56,1.09,550.48,9.29,2.19,10.39,1.09,3.28,14.76,11.48,1.09,7.11,0.55,0,1.09,0.55,36.63,4.92,1.64,0,2491.65,1.09,2.73,0.55,0,0,0.55,2.19,0,3.28
