stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,8.17,4.09,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,9.63,1.07,1.07,0,0,0,0,0,0,0,0,0,4.28,38.51,0,6.42,0,1.07,2.14,1.07,12.84,23.54,1.07,0,0,4.28,0,0,1.07,0,0,0,0,0
21Day,5.35,6.69,1.34,62.91,1.34,5.35,0,0,2.68,0,0,17.4,0,1.34,5.35,1.34,6.69,0,10.71,0,0,10.71,1.34,6.69,8.03,1.34,0,0,4.02,2.68,0,0,0,0,0,0,2.68
3Month,0.64,9.6,3.2,39.99,0.32,0,1.92,2.56,9.28,0,0,777.16,7.36,0,23.04,5.12,16.32,3.52,11.52,0.64,1.28,3.84,8.32,1.28,0.64,1.28,0,0,0.64,12.8,3.52,1.28,0,0,5.12,1.6,4.16
22Month,0.55,7.11,2.73,23.51,0,0,1.09,5.47,13.67,2.73,0,509.48,2.73,1.09,37.17,1.09,6.56,3.83,13.67,1.64,34.99,0,1.64,0.55,0,1.09,1.64,0.55,1.09,0,0.55,9.29,1.09,0.55,3.83,0,0.55
