stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,4.09,8.17,0,12.26,0,0,0,0,16.35,53.12,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,13.91,22.47,0,9.63,1.07,9.63,0,0,0,0,0,0,0,0,0,9.63,24.61,2.14,19.26,0,0,0,0,1372.54,35.3,0,2.14,11.77,0,0,5.35,5.35,0,0,0,0,0
21Day,2.68,17.4,0,8.03,1.34,4.02,0,0,0,0,0,2.68,1.34,1.34,0,4.02,13.39,2.68,36.14,0,0,12.05,0,388.17,14.72,2.68,6.69,4.02,9.37,0,2.68,6.69,2.68,0,0,0,14.72
3Month,0.32,5.44,0.96,9.6,0.32,0,0.64,0.32,1.6,3.2,0.32,7.04,1.28,0.96,2.88,14.4,19.2,2.56,2.88,1.28,0,0.96,0.64,15.36,0,9.6,0,0.64,0.64,7.36,0.64,1.28,0,2.88,0.64,2.24,6.08
22Month,0.55,15.85,0.55,3.83,0,0,0.55,0,1.09,3.28,1.64,50.84,1.64,0.55,4.92,6.01,1.64,2.73,4.92,0,1.09,2.19,0,11.48,0.55,10.39,0.55,0,0,14.21,0.55,0.55,0,1.09,1.09,0,3.83
