stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,29.95,1.07,4.28,0,0,0,0,0,0,0,0,0,349.82,2.14,0,0,0,0,0,95.21,11.77,0,0,0,0,0,0,2.14,1.07,0,0,0,0,0
21Day,8.03,0,1.34,116.45,12.05,10.71,0,0,0,0,2.68,1.34,1.34,0,2.68,704.07,4.02,12.05,0,0,0,0,62.91,6.69,0,0,0,8.03,2.68,4.02,0,0,2.68,0,0,0,2.68
3Month,0,1.28,0,222.68,3.2,0,0.96,0.64,2.56,0.32,19.84,5.76,0.32,11.84,4.48,126.06,4.48,4.8,1.28,2.24,0.96,0.32,106.54,2.56,1.28,0.64,0,0.64,5.76,21.76,0,0.32,0,1.28,1.6,9.6,2.88
22Month,0,1.64,7.65,186.96,4.37,0,0.55,0,2.19,11.48,26.24,0,0.55,3.83,1.64,156.89,3.28,3.28,0,1.09,0,0,45.37,0,1.64,1.09,1.09,0,0,6.56,0.55,0,0,0,0.55,0,0.55
