stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0
3Month,7.68,59.51,171.49,569.83,5.76,100.46,5.76,4.48,105.9,155.5,3.84,58644.15,211.49,15.04,700.05,138.54,175.65,156.46,208.29,31.67,52.15,167.33,90.23,26.24,5.76,36.79,52.47,0,6.08,850.75,2.88,99.5,9.6,0.96,0.32,2.56,129.9,84.47,155.18
22Month,74.35,158.53,168.37,421.47,3.28,390.86,11.48,1.09,104.41,400.7,61.23,171824.49,131.2,59.04,797.57,38.81,62.32,320.89,522.6,29.52,1813.8,129.01,3.83,36.63,7.65,64.51,176.02,73.8,28.43,279.89,0,121.9,53.57,47.01,2.73,5.47,21.87,1.64,155.8
