stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,5.35,0,0,1.07,0,0,0,0,0,0,0,0,0,3.21,2.14,1.07,0,0,0,0,0,44.93,6.42,1.07,1.07,0,3.21,0,0,1.07,0,0,0,0,0
21Day,2.68,4.02,0,1.34,1.34,0,0,0,0,0,0,0,1.34,0,9.37,0,1.34,6.69,0,0,0,0,34.8,10.71,1.34,0,0,1.34,0,0,2.68,5.35,1.34,0,0,0
3Month,0,1.92,0.32,7.36,0,0.96,0.32,0.32,0.96,0,32.31,1.28,0,2.56,17.92,1.6,3.2,3.2,0.32,0,0.96,0.32,2.56,0.32,3.52,0,0,0,0.96,5.76,0.32,0,0,0.32,0.96,0.64
22Month,0,3.83,1.09,6.01,0,0,0,0.55,1.09,4.92,63.41,1.64,1.64,6.56,3.83,0.55,3.83,4.92,0,1.09,1.09,0,0.55,0.55,4.92,0.55,1.64,0,1.09,4.37,0.55,2.19,0,0,0,0.55
