stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,3.21,0,0,1.07,0,16.05,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,2.68,0,0,0,0,0,0,0,1.34,0,0,1.34,0,13.39,0,0,1.34,0,1.34,1.34,0,0,0,12.05,0,0,0,2.68,0,0,0,1.34
3Month,0,4.8,0.64,15.04,0.32,0,0.64,0.64,1.6,6.72,0,34.55,8.96,1.6,8,0.64,8,4.16,16,3.84,0,1.6,1.6,0.32,0.32,0.32,0.64,0,0,1.28,6.08,0.64,0,0,5.12,1.6,5.76
22Month,1.09,10.93,1.09,12.57,0,0,1.09,0,5.47,12.03,6.56,191.33,7.11,2.73,15.31,0,3.28,15.85,21.32,0.55,5.47,1.64,0,0.55,0.55,2.19,1.64,0.55,1.09,1.64,1.09,1.09,0,0.55,1.64,0,4.92
