stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,0,0,6.42,1.07,1.07,0,0,0,0,0,0,0,0,0,6.42,18.19,1.07,0,0,1.07,0,21.4,4.28,0,0,1.07,0,0,2.14,1.07,0,0,0,0
21Day,16.06,0,0,20.08,0,0,0,1.34,1.34,1.34,0,0,0,1.34,2.68,1.34,4.02,2.68,8.03,0,0,0,14.72,5.35,1.34,1.34,2.68,0,4.02,1.34,1.34,1.34,0,0,0
3Month,0.32,0.32,0,41.27,0,0,0.32,0,5.44,7.04,0,12.48,3.52,0.96,14.4,6.72,10.56,3.84,1.92,0,2.88,0.96,2.24,0,3.84,0.32,0,0.96,22.4,1.28,0,0,1.28,4.48,4.16
22Month,0,2.19,0.55,8.2,0,0,0,0,1.09,4.92,0.55,22.41,2.73,1.09,12.03,0.55,1.09,3.28,2.19,0.55,1.09,0,1.64,0,2.73,0,0,0,3.83,1.09,0,0,0,0,0.55
