stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,40.86,0,281.96,8.17,8.17,0,0,0,0,4.09,0,65.38,0,0,4.09,0,49.04,228.84,371.86,257.44,0,0,0,12.26,183.89,1561.01,12.26,0,0,73.56,0,0,0,0,0,12.26,0,0,0
72hpf,46,26.74,0,138,23.54,21.4,0,2.14,0,0,2.14,0,0,1.07,0,8.56,0,56.7,538.1,35.3,235.35,0,9.63,7.49,5.35,988.49,388.33,6.42,10.7,0,231.07,8.56,0,46,14.98,7.49,27.81,0,0,0
21Day,77.63,13.39,2.68,330.62,29.45,49.53,0,30.79,0,1.34,16.06,0,0,16.06,4.02,54.88,10.71,37.48,192.75,76.3,317.23,2.68,1.34,40.16,0,285.11,147.24,4.02,12.05,0,119.13,41.49,4.02,24.09,10.71,37.48,6.69,1.34,0,32.12
3Month,4.8,59.83,11.52,672.21,5.44,0,4.8,6.4,1.6,76.15,132.14,1.6,0,565.99,107.18,16.64,128.62,63.03,238.68,191.33,204.77,45.75,0.64,58.23,39.67,43.83,4.16,41.59,15.68,0,8.64,15.68,216.29,6.4,2.24,0,4.16,50.23,73.91,93.75
22Month,1.64,94.57,18.04,237.25,3.28,0,6.56,8.2,3.28,47.01,202.81,62.87,0,1050.67,61.77,44.83,176.57,20.23,62.32,249.27,209.92,10.39,21.32,31.71,3.28,30.07,2.73,41.55,27.33,2.73,6.01,3.28,84.18,25.69,24.6,0.55,3.83,10.39,0.55,53.03
