stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,208.41,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,36.37,1.07,0,0,0,0,0,0,0,0,0,334.84,0,2.14,1.07,0,1.07,16.05,6.42,0,0,2.14,0,0,0,0,0,0,0
21Day,5.35,1.34,257,6.69,0,0,1.34,0,4.02,0,0,1.34,4.02,1232.79,1.34,18.74,0,4.02,0,16.06,5.35,0,0,9.37,6.69,1.34,4.02,6.69,0,0,2.68
3Month,0,0,281.88,0,0,0.64,0.96,0,9.6,2.56,0,0.64,0.64,6.72,0.96,2.24,0,0.64,0.32,1.28,0,0.64,0,0,1.92,2.56,0,0,0.96,2.56,0.96
22Month,0,0,30.07,0,0.55,0.55,1.09,0.55,9.84,1.09,1.09,2.19,0,1.64,0.55,3.83,0,0,0,0,0,0,0.55,0,0,1.09,0,0,0,0,0.55
