stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,498.54,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,4.09,32.69,0,0,0,0,4.09,89.9,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,5.35,5.35,0,67.4,11.77,3.21,0,0,0,0,0,0,0,0,0,0,1.07,506.01,1.07,47.07,0,0,0,1.07,93.07,40.65,0,0,119.82,0,0,6.42,2.14,0,2.14,0,0,0
21Day,4.02,2.68,0,57.56,4.02,5.35,0,0,0,0,0,0,0,0,1.34,1.34,0,60.23,0,52.2,0,0,2.68,0,85.67,9.37,0,1.34,36.14,4.02,0,2.68,1.34,20.08,0,0,0,0
3Month,0,19.52,0.32,31.99,0,0,0.64,0.32,0.96,3.52,0,0,13.12,4.8,5.12,5.76,1.6,236.76,2.56,16.96,0.64,0,1.28,0.64,1.28,0.96,0.64,0,0.64,3.52,85.43,0.64,0,0,0,1.6,12.48,2.88
22Month,0,38.27,1.64,6.01,0,0,1.64,0,1.09,3.83,1.64,0,39.91,7.65,19.13,2.73,0,16.95,10.93,14.76,0.55,1.09,1.09,0,1.09,0,1.09,0,0,0.55,15.85,4.92,1.09,0,0,0,0,1.64
