stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,102.16,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,0,0,0,0,0,0,0,0,0,0,0,2.14,4.28,0,14.98,0,0,0,0,11.77,25.67,0,0,4.28,0,0,3.21,0,3.21,0,0,0
21Day,5.35,0,0,12.05,0,2.68,0,0,0,0,0,1.34,0,1.34,4.02,1.34,5.35,4.02,25.43,0,0,2.68,0,4.02,10.71,0,0,16.06,1.34,0,2.68,1.34,0,0,0,1.34
3Month,0.32,2.56,0.96,11.84,0.64,0,0.32,0.64,1.28,0.64,0,35.19,1.6,0,5.76,1.92,5.76,1.28,7.36,1.92,0.32,1.28,0.96,0.32,0.32,0.32,0.64,0.32,1.6,35.19,0.32,0.32,0,0.96,5.76,1.28
22Month,0,0.55,1.09,3.83,0,0,0,0.55,0.55,1.09,3.28,39.91,0,2.73,10.93,0,1.09,2.19,7.65,0,2.19,0,0,0,0.55,0.55,0,0,0,3.83,1.09,0,0,0.55,0,1.64
