stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,69.47,249.27,0,179.8,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,8.17,0,24.52,751.9,0,0,0,0,347.34,1736.72,8.17,0,175.72,0,0,0,0,0,0,16.35,0,0,0
72hpf,56.7,48.14,0,55.63,3.21,32.09,0,2.14,0,0,1.07,0,0,0,0,0,0,22.47,114.47,3.21,316.66,0,8.56,34.23,2.14,4919.97,195.77,24.61,32.09,243.91,1.07,0,2.14,113.4,0,3.21,13.91,0,0,0
21Day,52.2,20.08,2.68,105.74,6.69,50.86,0,8.03,0,4.02,2.68,2.68,0,12.05,2.68,10.71,6.69,4.02,40.16,18.74,692.02,0,0,222.2,2.68,1832.45,112.44,17.4,52.2,125.82,78.97,0,25.43,91.02,9.37,25.43,18.74,0,0,34.8
3Month,2.88,32.31,0.64,108.46,0.64,0,1.6,1.6,3.84,53.11,14.08,2.88,0,26.24,11.84,3.52,9.28,8.32,12.48,9.92,225.24,63.35,0.64,45.43,4.48,30.08,8.32,36.15,15.68,6.72,3.2,0.32,378.18,7.36,0,0,1.28,11.52,29.12,26.24
22Month,0.55,41,1.64,112.61,1.09,0,2.73,1.09,0.55,14.76,11.48,4.37,0,68.33,5.47,6.01,3.83,3.28,3.28,8.2,239.98,8.2,1.64,52.48,0,24.05,2.73,37.72,37.72,10.39,1.64,0,88.56,20.23,1.09,0,2.19,6.01,0,26.24
