stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,2.14,0,0,1.07,2.14,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,1.34,0,5.35,1.34,1.34,0,1.34,0,0,0,2.68,0,0,2.68,0,4.02,0,1.34,1.34,10.71,4.02,1.34,1.34,1.34,0,0,0,0,1.34,0,0
3Month,0,0,0,5.44,0,0,0.64,3.84,0.96,11.2,0.32,0,4.48,0,0.32,0.64,0.64,0,1.28,0,0.32,0,2.24,0,0,0,1.6,0,0,0.32,0.32,0.64
22Month,1.09,1.09,0.55,17.49,0,0,0,6.01,0,28.97,0.55,0,13.67,0,0.55,0,2.73,0,2.19,0,1.09,0,1.09,0.55,0,0.55,0,2.19,1.09,0,0,1.09
