stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,4.09,0,0,0,0,20.43,625.22,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,47.07,1.07,0,17.12,64.19,37.44,0,0,0,1.07,0,0,0,0,0,0,8.56,58.84,5.35,36.37,0,2.14,3.21,1.07,3601.99,880.44,6.42,14.98,63.12,3.21,0,1155.37,3.21,3.21,6.42,0,0,0
21Day,18.74,0,2.68,37.48,14.72,44.17,0,4.02,0,0,0,0,1.34,1.34,14.72,2.68,0,26.77,12.05,60.23,0,0,8.03,1.34,1052.09,566.2,2.68,10.71,21.42,26.77,0,579.58,9.37,12.05,4.02,0,0,1.34
3Month,2.88,0.64,0.64,6.72,9.28,0,0.32,0.64,0.96,1.6,0,0,8.96,1.6,0.32,6.4,0.64,9.6,1.28,17.92,9.92,0,1.6,0.64,10.24,22.72,21.12,7.04,0.32,1.28,4.48,134.38,1.6,0,10.56,0.64,2.24,0.32
22Month,0,1.64,0,7.65,12.57,0,1.64,0,0.55,8.2,2.19,0,40.45,1.64,0,4.92,0,6.56,2.73,16.4,1.09,1.64,2.19,0,8.75,16.95,38.27,0,0,0,9.29,367.35,7.65,0,7.65,0,0,1.09
