stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.07,4.09,0,0,0,0,24.52,16.35,4.09,0,0,8.17,0,0,0,4.09,0,0,0
72hpf,0,2.14,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,2.14,0,0,0,5.35,3.21,4.28,11.77,1.07,0,5.35,0,0,0,1.07,0,0,0
21Day,1.34,0,8.03,4.02,0,4.02,0,4.02,0,0,1.34,0,0,0,4.02,1.34,1.34,0,6.69,6.69,0,0,1.34,1.34,5.35,0,2.68,0,0,6.69,2.68,0,0,1.34,0,0,1.34
3Month,0.32,5.44,40.95,50.87,0.32,0,1.28,0.96,0.64,3.2,17.6,0.32,15.68,4.48,1.6,3.84,4.48,14.08,69.75,46.71,14.72,0,3.84,33.91,2.24,1.28,175.97,1.28,0,2.24,2.24,54.39,2.24,1.28,2.56,19.2,3.52
22Month,0,2.73,11.48,9.84,0,0,0,1.09,0,1.09,39.91,4.37,31.71,0.55,6.56,2.73,0,2.73,71.61,24.6,0.55,0.55,1.09,0,1.64,1.09,113.16,4.92,0.55,0.55,2.19,0.55,3.28,0,0,0,1.64
