stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,5.35,0,0,0,0,0,0,0,0,0,0,1.07,0,6.42,0,0,0,0,0,0,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,0,2.68,8.03,0,5.35,0,0,0,0,0,0,0,0,5.35,1.34,2.68,6.69,6.69,1.34,0,0,1.34,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,2.68
3Month,0.32,2.56,8.32,67.83,0,0,2.88,3.84,5.76,15.36,0,0,43.19,73.91,1.6,67.83,6.72,13.76,34.87,9.6,2.24,0,2.24,1.92,2.56,0.64,1.92,0.32,0,0.64,2.88,0.32,23.68,0.32,0,2.88,1.92,28.8
22Month,0,1.64,9.84,24.6,0,0,1.64,0,5.47,62.32,1.64,0,37.17,27.33,2.19,82.54,1.64,5.47,27.88,7.65,0.55,1.09,3.28,0,0,0,1.09,0,0.55,1.09,0.55,0,45.37,0,1.09,1.09,0,10.93
