stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2484.53,0,0,20.43,0,0,0,0,0,0,0,0,0,0,8.17,0,8.17,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6855.22,13.91,0,51.35,8.56,66.33,1.07,0,2.14,0,0,0,0,27.81,69.54,9.63,79.16,0,3.21,0,4.28,484.62,216.1,3.21,5.35,113.4,2.14,0,38.51,3.21,3.21,10.7,0,0,0
21Day,5020.84,9.37,5.35,143.22,4.02,99.05,9.37,0,4.02,44.17,2.68,37.48,20.08,10.71,54.88,32.12,168.66,1.34,1.34,18.74,0,163.3,76.3,2.68,5.35,54.88,49.53,0,14.72,12.05,48.19,2.68,0,0,14.72
3Month,36.47,0.32,0,5.76,0,0,0,0.96,0.32,9.6,1.28,0,0.64,0.32,1.28,1.6,1.92,0.32,0,0,0.32,0.32,0,0,0.32,0.32,0.32,4.8,0,0,0,0,0.96,0.64,0.64
22Month,7.65,4.92,2.19,10.39,0,0,0,1.09,2.73,40.45,2.73,0.55,12.57,0.55,2.73,1.64,1.64,0,1.64,1.09,0,0,0.55,0,0,0,0,1.64,0.55,0,0,0,0,0,1.64
