stage,Endothelial.cell,Epithelial.cell,Keratinocyte,Mesenchymal.cell,Mesenchymal.cell..caudal.fin.,Neural.cell
72hpf,0,0,1.06979114146608,0,0,0
21Day,0,2.67706617640661,0,1.33853308820331,0,0
3Month,0.319949299554195,0,0,0,0.319949299554195,0.319949299554195
