stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,0,32.69,0,0,0,0,8.17,335.09,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,25.67,2.14,0,2.14,2.14,2.14,0,0,0,0,0,0,0,0,2.14,7.49,0,33.16,0,1.07,1.07,0,130.51,175.45,0,0,12.84,1.07,0,31.02,2.14,0,4.28,0,0,0
21Day,22.76,0,1.34,13.39,0,2.68,0,0,0,0,0,0,4.02,0,1.34,4.02,0,32.12,0,0,6.69,0,57.56,53.54,0,1.34,5.35,5.35,0,4.02,1.34,5.35,0,0,0,1.34
3Month,0,0.32,0,7.04,0.32,0,10.24,0.96,0,0,3.84,1.6,0.32,1.6,0.64,0.32,0,10.56,2.24,0,0.32,0.64,1.6,0.32,0.32,0.64,0.32,0,12.16,0.32,0,0,0,0.64,2.24,1.28
22Month,0,1.64,1.64,4.92,0.55,0,3.83,1.09,18.59,0,19.13,0.55,2.19,4.37,0.55,0,1.09,8.75,0,0,0.55,0,1.09,0.55,2.73,0,0,0,4.37,0.55,1.09,0,0.55,0.55,0,1.64
