stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,32.69,0,0,0,0,16.35,163.46,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,0,0,0,9.63,0,0,0,0,0,0,0,0,0,3.21,1.07,0,3.21,0,0,0,0,5.35,6.42,3.21,0,4.28,0,2.14,0,0,1.07,0,0,0
21Day,9.37,0,9.37,290.46,16.06,0,0,179.36,0,9.37,0,0,4.02,1.34,13.39,8.03,2.68,0,0,0,0,17.4,4.02,257,0,9.37,12.05,18.74,1.34,5.35,0,0,0,2.68
3Month,0.32,1.92,4.8,459.13,0,0.32,0.32,68.79,3.52,14.4,9.28,0.32,80.63,2.56,3.84,4.48,6.4,0.96,0,0.64,1.92,0.32,0,130.54,0.32,1.92,4.8,145.9,0.32,0,0,0.32,34.23,1.92
22Month,0,0,3.28,109.88,0,0,0,9.84,2.73,22.41,0.55,0,47.56,0.55,0,2.73,6.01,0,2.19,0,0,0,0,97.85,0.55,0,0,13.12,0,0,0,0,0,1.09
