stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,102.16,0,0,0,0,0,0,12.26,0,0,0,0,44.95,44.95,4.09,16.35,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,165.82,1.07,0,0,0,0,0,0,0,0,2.14,0,10.7,124.1,2.14,4.28,0,0,0,0,29.95,31.02,0,0,0,3.21,0,0,2.14,0,0,0,0,0,0
21Day,12.05,0,0,982.48,33.46,0,13.39,0,1.34,0,0,2.68,1.34,45.51,2.68,14.72,105.74,148.58,13.39,0,0,136.53,0,45.51,18.74,0,1.34,0,5.35,14.72,0,1.34,0,2.68,1.34,0,0,5.35
3Month,0,2.88,1.28,554.79,0,2.24,0.32,8.64,6.4,0,0,21.12,8.96,1.6,17.28,17.28,25.6,17.6,7.68,4.16,0,592.55,3.2,2.56,0,1.6,1.6,0,0.64,4.48,5.76,0,0.32,0,0,5.12,4.16,6.72
22Month,0,3.28,4.92,297.93,0,2.73,0,3.28,3.28,1.64,0,39.36,5.47,0.55,7.11,2.73,4.92,14.21,8.2,0.55,1.09,517.14,1.09,0.55,0.55,0.55,2.73,1.64,0,3.28,1.64,1.09,0,0,0,1.64,0,1.64
