stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,9.63,0,0,0,0,0,0,0,0,0,3.21,6.42,0,2.14,0,0,0,0,8.56,4.28,0,0,1.07,0,0,1.07,1.07,0,0,0
21Day,0,0,0,16.06,50.86,0,25.43,0,0,0,0,0,5.35,0,0,5.35,4.02,8.03,0,0,0,0,4.02,8.03,0,0,5.35,1.34,0,1.34,0,0,0,2.68
3Month,0,0.64,0.32,10.56,0,0.96,0.64,0.96,1.92,0.32,20.16,1.92,0.64,4.48,1.6,2.88,3.52,1.92,1.6,0,0.32,0.64,0,0,0.64,0,0.32,1.6,4.48,0,0,1.28,0.96,2.88
22Month,0,0.55,0,1.64,0,0.55,1.09,0,4.37,1.09,21.32,0.55,1.64,6.01,0,0.55,7.11,3.28,0.55,1.09,0.55,0,1.09,0,0.55,0.55,0.55,0,0.55,0.55,0,0.55,0,1.09
