stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,61.3,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,24.52,49.04,28.6,0,0,4.09,555.75,698.78,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,14.98,5.35,0,31.02,2.14,39.58,0,1.07,0,0,0,0,0,0,0,0,7.49,65.26,33.16,59.91,4.28,4.28,1.07,5117.88,284.56,4.28,17.12,27.81,0,1.07,31.02,9.63,3.21,10.7,0,0,0
21Day,17.4,1.34,0,49.53,1.34,28.11,0,4.02,0,1.34,0,0,4.02,6.69,8.03,14.72,0,25.43,13.39,72.28,0,4.02,0,1691.91,97.71,4.02,84.33,12.05,29.45,0,16.06,8.03,17.4,8.03,0,0,8.03
3Month,0,0.32,0.32,12.48,0,0,0.96,0,2.88,2.56,0.32,0,46.07,4.8,0.64,5.12,0.32,2.24,2.88,16.64,0.32,1.28,1.6,66.23,2.88,5.12,4.16,0,1.28,16.64,0.32,0,0,0,0,2.88,2.24
22Month,0.55,3.28,0,14.21,0,0,0,0.55,0.55,9.29,1.09,0,59.04,4.37,2.19,5.47,0.55,3.28,20.23,8.75,3.83,1.09,0,31.16,2.19,4.92,17.49,0,0.55,8.2,0.55,0.55,0,0,0.55,0,1.09
