stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,265.62,4.09,0,4.09,0,0,0,0,20.43,0,0,0,0,8.17,57.21,118.51,163.46,0,0,0,0,40.86,1046.12,0,0,0,77.64,0,0,0,0,0,4.09,0,0,0
72hpf,8.56,5.35,0,58.84,17.12,6.42,1.07,0,0,2.14,0,0,0,0,2.14,0,12.84,256.75,16.05,102.7,0,5.35,2.14,1.07,112.33,95.21,3.21,7.49,0,193.63,0,0,23.54,1.07,2.14,9.63,0,0,0
21Day,9.37,4.02,1.34,149.92,8.03,16.06,5.35,0,4.02,6.69,0,0,9.37,17.4,17.4,4.02,5.35,105.74,40.16,232.9,0,0,21.42,0,85.67,62.91,2.68,21.42,0,147.24,12.05,0,26.77,5.35,6.69,8.03,0,0,9.37
3Month,0,4.8,0.96,119.02,2.24,0,0.96,0.32,35.51,38.39,0,0,24,123.5,3.2,11.84,3.52,49.91,72.95,42.87,8.32,0.32,10.56,1.28,2.88,0.64,2.88,9.92,0,8.64,1.92,23.36,1.6,0.32,0,0.96,10.88,4.16,21.12
22Month,0,4.92,2.19,33.89,0,0,0.55,0.55,25.69,69.97,34.44,0,50.29,46.47,8.2,26.24,1.64,13.67,60.68,36.63,0,0,3.83,0.55,4.92,0,9.29,11.48,0.55,6.56,0.55,18.04,3.83,7.11,0,1.09,2.73,0,7.11
