stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,114.42,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,5.35,0,0,0,0,0,0,0,0,0,0,0,13.91,0,0,1.07,20.33,1.07,0,0,0,0,5.35,1.07,0,0,3.21,0,0,0,1.07,0,3.21,0,0,0
21Day,6.69,4.02,0,6.69,0,5.35,0,2.68,0,5.35,0,1.34,2.68,101.73,0,1.34,4.02,108.42,4.02,0,0,0,0,8.03,9.37,1.34,0,9.37,8.03,0,0,0,0,5.35,0,0,89.68
3Month,0.64,14.08,1.92,30.08,0.32,0,5.76,4.48,3.84,100.46,0,21.76,163.81,28.8,12.48,3.84,9.28,290.19,12.48,2.24,0,4.16,1.92,0.64,0.64,2.24,1.92,0,7.68,0.64,8.96,0.32,0.32,0.96,3.84,7.36,712.85
22Month,0.55,7.11,0,14.21,0,0,5.47,2.19,1.09,148.14,69.97,37.72,99.49,64.51,7.11,0,1.64,308.86,12.03,0,3.83,1.09,0,2.19,0.55,0.55,2.73,0.55,3.83,0,2.73,0.55,0,0,0,0,393.04
