stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,13.39,0,0,0,0,1.34,0,0,0,2.68,0,5.35,10.71,10.71,2.68,0,0,1.34,0,5.35,1.34,1.34,0,1.34,5.35,0,0,0,0,0,4.02
3Month,0,10.56,2.24,84.47,0.32,0.64,0.64,62.71,87.99,0.64,21.76,228.76,2.88,64.63,9.28,8.32,102.38,11.52,2.88,0.32,23.36,4.8,3.2,0.32,7.36,0.64,0.32,6.08,6.72,0.64,0,13.76,3.2,69.11
22Month,1.64,94.57,2.73,104.41,0,5.47,0,34.44,219.21,7.11,149.78,82.54,9.84,95.66,6.56,13.67,105.5,28.43,0,3.28,22.41,2.73,3.28,0.55,16.4,3.83,0.55,0,10.39,4.37,0.55,15.31,0,65.05
