stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,8.17,73.56,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,3.21,3.21,0,0,0,0,1.07,0,0,0,0,1.07,2.14,0,10.7,0,0,0,0,19.26,18.19,0,1.07,2.14,1.07,0,4.28,1.07,0,0,0,0
21Day,6.69,1.34,0,28.11,0,0,0,0,0,0,0,1.34,4.02,1.34,4.02,14.72,0,6.69,0,0,0,0,13.39,8.03,0,0,5.35,4.02,0,0,0,0,0,0,0
3Month,0,5.44,0.64,47.03,0,1.28,0,33.91,42.87,0.32,10.88,9.6,0.32,11.84,0.64,10.24,5.12,2.56,0.96,0,2.88,4.16,3.2,0,1.6,0.32,0,0.32,3.84,0,0,0.64,2.56,1.6,17.92
22Month,0,50.29,3.83,37.17,0.55,1.64,0.55,24.6,220.85,12.57,86.92,24.6,4.92,8.75,1.09,7.65,10.39,4.37,0,3.28,9.84,1.09,5.47,1.09,3.83,2.19,0,0,0,0,3.28,1.09,1.09,0,15.31
