stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,8.17,0,0,0,0,57.21,200.23,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,0,2.14,2.14,5.35,11.77,0,0,1.07,0,33.16,27.81,0,0,36.37,0,0,35.3,0,0,0,0,0
21Day,5.35,1.34,0,14.72,0,6.69,0,2.68,0,0,0,0,0,0,5.35,0,1.34,2.68,9.37,20.08,0,0,2.68,0,25.43,25.43,0,12.05,13.39,0,0,32.12,2.68,9.37,0,0,5.35
3Month,0.64,1.92,0.96,17.6,1.6,0,0,0.32,0.32,0.96,2.56,0.96,5.76,1.6,1.28,4.48,1.92,5.76,14.72,9.92,2.24,0,1.92,16.32,5.12,1.92,0.64,8.64,2.88,0.96,11.84,2.88,0,0,4.48,1.28,8.32
22Month,0.55,4.37,0,12.03,0.55,0,1.64,0,0,0.55,3.28,8.75,28.97,0.55,1.09,6.01,0.55,1.64,22.96,6.01,0,1.64,0,0.55,6.56,2.73,3.28,9.29,0.55,0,1.64,6.56,4.37,0,0,0,4.37
