stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,20.43,0,4.09,0,8.17,0,0,0,0,0,0,0,12.26,16.35,12.26,81.73,0,0,0,0,12.26,686.52,0,0,16.35,0,0,0,0,8.17,0,0,0
72hpf,4.28,3.21,0,9.63,2.14,4.28,0,0,0,0,0,1.07,0,1.07,0,2.14,9.63,3.21,40.65,0,1.07,0,0,72.75,134.79,1.07,0,28.88,3.21,1.07,17.12,0,1.07,0,0,0
21Day,2.68,0,0,20.08,0,41.49,0,6.69,0,0,0,0,0,12.05,0,0,4.02,5.35,40.16,0,0,2.68,0,17.4,30.79,1.34,0,13.39,1.34,1.34,6.69,1.34,1.34,0,0,4.02
3Month,0,0.64,0.32,15.04,0,0,0.64,0.32,1.6,2.56,0,10.24,2.24,0.32,3.2,0,4.8,3.52,6.08,2.88,0.32,1.6,0.96,0.96,0.32,0.96,0.32,0,0.64,16.64,0.64,0,0,1.6,15.36,4.48
22Month,0,0,0.55,6.56,0,0,1.09,1.09,0.55,6.01,0.55,38.81,2.19,1.09,6.01,0,0.55,2.73,7.65,0.55,1.09,0.55,0,0,0,0,3.28,0.55,0.55,4.37,0.55,0,0.55,0,0,1.09
