stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,12.26,4.09,0,0,0,0,0,126.68,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6.42,4.28,0,10.7,4.28,4.28,1.07,0,0,0,0,0,0,0,0,4.28,1.07,1.07,13.91,0,0,0,0,31.02,21.4,0,1.07,14.98,0,0,2.14,0,2.14,2.14,0,0,0
21Day,9.37,1.34,1.34,34.8,1.34,12.05,4.02,0,0,0,0,0,1.34,14.72,2.68,1.34,18.74,5.35,28.11,0,0,2.68,0,36.14,25.43,0,0,14.72,1.34,2.68,5.35,2.68,1.34,0,0,0,22.76
3Month,0,0.96,0.32,28.8,0,0,0.32,0.32,3.52,0.96,0,7.36,4.16,0.96,9.28,1.28,12.48,2.88,4.16,1.28,0,2.24,4.48,1.6,0.32,2.24,0,0.32,0.32,2.88,0,0,0,0,4.8,0.32,11.84
22Month,0,4.37,0.55,14.21,0,0,1.64,0,2.19,7.65,1.64,21.32,6.01,3.83,3.83,0.55,2.19,7.11,14.21,1.64,0.55,2.19,0,2.73,0,2.73,0,0,0,0.55,1.09,0.55,0,0,0.55,0,10.93
