stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,36.78,0,0,0,0,0,4.09,0,4.09,0,0,0,0,8.17,0,16.35,28.6,0,0,0,8.17,216.58,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,3.21,0,7.49,0,2.14,0,0,0,0,0,0,0,0,1.07,0,1.07,12.84,0,16.05,0,1.07,0,104.84,13.91,0,0,5.35,0,0,8.56,0,0,0,0,0,1.07
21Day,22.76,4.02,0,54.88,1.34,10.71,0,0,0,1.34,0,0,1.34,0,16.06,4.02,2.68,30.79,16.06,97.71,0,2.68,1.34,120.47,52.2,4.02,5.35,28.11,9.37,0,16.06,4.02,2.68,0,0,0,1.34
3Month,0.32,8,0.32,35.83,0.64,0,0.96,3.2,2.24,3.2,0.64,0,11.84,4.16,10.56,10.56,2.88,32.95,31.67,32.63,9.28,9.28,6.4,1.6,1.92,6.4,4.16,2.88,1.6,14.4,1.92,0,0,0.96,4.16,1.28,8.32
22Month,0,7.65,0,9.29,0,0,0.55,2.19,0,3.28,0,0,27.88,6.01,11.48,1.64,1.09,6.56,12.57,24.6,0,2.73,0.55,2.19,1.64,3.28,1.64,0,0.55,1.09,0.55,0.55,0,0.55,0,0,2.19
