stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,T_cell
24hpf,0,0,0,12.26,4.09,0,0,0,0,0,4.09,0,0,0,0,0,28.6,0,8.17,0,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,1.07,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,2.14,77.02,1.07,5.35,0,0,0,12.84,11.77,0,0,6.42,0,1.07,0,0
21Day,2.68,0,0,28.11,0,0,2.68,0,0,1.34,0,1.34,0,2.68,1.34,0,12.05,0,9.37,0,0,0,0,1.34,0,0,0,0,0,0,0
3Month,0,0.96,0.32,37.11,0,0.32,0,0.96,1.92,0,0,4.48,1.6,0,3.84,0.96,7.04,1.92,4.8,0,1.6,0.64,0.32,0.32,0.32,0.32,0,3.2,0.32,4.48,0.32
22Month,0,0.55,0,3.28,0,0,0,0,2.73,0,0,3.83,0,0,2.73,0,0.55,1.09,0,0.55,0,0,0,0,0,0.55,0,0,0,0,0
