stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,53.12,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,8.17,8.17,0,0,0,0,4.09,175.72,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,14.98,0,2.14,3.21,0,1.07,0,0,0,0,0,0,0,0,0,1.07,2.14,3.21,2.14,0,0,1.07,0,66.33,22.47,0,0,6.42,0,0,6.42,2.14,3.21,0,0,0,0
21Day,4.02,25.43,0,10.71,4.02,0,1.34,0,2.68,0,0,0,0,0,1.34,0,1.34,8.03,4.02,76.3,0,0,8.03,0,37.48,22.76,0,0,13.39,4.02,0,9.37,4.02,32.12,13.39,0,0,2.68
3Month,1.6,29.76,1.6,21.76,0,0.32,0,0.64,10.24,0.96,0,0,6.72,1.6,0.64,6.08,2.24,7.68,10.24,17.6,3.52,0,1.6,1.92,1.6,0.96,1.6,0.32,0.64,0.96,1.92,0,0,0,0.64,2.24,1.6,2.56
22Month,0.55,41.55,0,21.87,0,0.55,0,0,2.73,8.75,1.09,0,53.57,4.37,7.11,10.39,0.55,2.19,21.32,32.25,0.55,0.55,2.73,0,0,0,1.09,0.55,3.83,1.09,1.09,2.19,0,0,0.55,1.09,0,2.19
