stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,2.14,0,13.91,0,0,0,0,14.98,26.74,1.07,0,0,8.56,0,0,0,0,0,0,0,0,0
21Day,1.34,0,2.68,17.4,5.35,0,0,4.02,0,0,5.35,0,0,78.97,2.68,6.69,1.34,9.37,0,0,1.34,0,14.72,12.05,34.8,0,0,13.39,4.02,9.37,0,0,2.68,1.34,0,0,2.68
3Month,0,3.2,4.8,183.97,0,3.2,0,149.74,5.76,0,67.51,11.84,1.28,887.22,2.24,21.76,6.08,14.72,4.48,0,72.31,1.6,0.96,0,107.18,1.28,0,0.32,8.32,58.87,0.96,0.32,0,0.32,4.16,10.24,8.32
22Month,1.09,2.19,7.65,98.4,0,1.09,0.55,97.85,7.65,5.47,94.57,3.28,0.55,1078.55,0,5.47,6.01,26.24,0,4.37,44.83,0,0.55,0.55,120.81,2.73,1.64,0.55,0.55,66.69,1.09,0.55,0,0.55,2.73,0,4.37
