stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,0,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,4.09,0,8.17,0,0,0,4.09,4.09,36.78,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,12.84,0,4.28,0,0,0,0,27.81,4.28,1.07,0,7.49,0,3.21,3.21,0,2.14,0,0,0
21Day,2.68,2.68,0,42.83,6.69,2.68,0,0,0,0,0,0,0,1.34,1.34,0,4.02,4.02,8.03,0,54.88,0,0,2.68,0,21.42,9.37,2.68,2.68,13.39,2.68,2.68,2.68,1.34,0,0,0,1.34
3Month,0.32,2.56,1.6,49.27,0.32,0,1.92,0,0.32,5.44,1.92,0,0,24.96,1.92,0,19.52,2.88,11.84,2.88,7.36,1.28,0,4.48,4.16,2.56,0.32,5.12,0.64,0.64,1.28,28.8,0.32,0,0.32,4.8,37.11,1.28
22Month,0.55,3.28,2.19,48.11,0,0,2.19,0.55,0,3.28,2.19,7.11,0,87.46,0.55,0.55,32.8,2.73,5.47,4.37,10.39,0.55,1.64,6.01,0,2.73,0,8.2,2.19,0.55,0,10.39,3.28,0,1.64,2.19,0.55,1.09
