stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,81.73,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,5.35,0,8.56,3.21,34.23,0,0,0,0,0,0,0,1.07,0,10.7,21.4,21.4,752.06,0,0,1.07,0,154.05,988.49,0,8.56,0,19.26,0,0,588.39,0,0,10.7,0,0,0
21Day,17.4,4.02,0,37.48,1.34,20.08,0,1.34,1.34,0,1.34,2.68,0,6.69,2.68,0,25.43,16.06,899.49,0,0,2.68,0,32.12,105.74,2.68,12.05,0,16.06,4.02,0,184.72,0,5.35,5.35,1.34,0,6.69
3Month,0,4.16,1.6,47.67,0,0,2.24,0,8,12.8,0,39.03,27.52,1.28,15.36,6.4,17.28,32.31,2050.56,3.2,0.32,6.72,6.4,3.2,0.96,7.04,1.28,0,3.84,2.88,11.84,0.32,0,0,0.32,5.76,11.52,10.56
22Month,0,3.83,0.55,15.31,0,0,1.64,0.55,3.28,13.67,2.19,84.73,6.56,1.09,10.39,0.55,1.09,20.77,866.45,0,2.73,1.64,0,0.55,0,3.28,2.19,0.55,0,1.64,6.56,2.19,7.65,0,0,0,0,9.84
