stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,36.78,0,36.78,4.09,0,0,0,4.09,0,0,0,0,8.17,0,12.26,85.81,0,0,0,4.09,8.17,1185.06,0,0,12.26,0,0,0,0,0,16.35,0,0,0
72hpf,16.05,58.84,0,8.56,4.28,3.21,0,0,0,0,0,1.07,0,1.07,19.26,1.07,226.8,0,0,0,0,188.28,297.4,0,1.07,132.65,0,0,55.63,1.07,0,12.84,0,0,0
21Day,8.03,33.46,1.34,24.09,2.68,8.03,0,0,0,2.68,1.34,4.02,0,1.34,8.03,1.34,234.24,0,1.34,4.02,0,57.56,69.6,1.34,1.34,36.14,6.69,1.34,9.37,1.34,1.34,5.35,0,0,4.02
3Month,0,34.87,0.32,3.52,0,0,0.32,0.32,0.96,3.52,1.28,0,0.64,3.2,1.92,0.96,8.64,1.28,0,2.56,0.32,0.32,0.32,0.32,0,1.92,0.32,23.04,0.96,0,0,0.32,3.2,12.16,0.32
22Month,0,43.73,0,3.28,0.55,0,0,0,0.55,7.65,1.09,0,0,1.09,0,1.09,6.01,0,0,0,0,0,0,0,0,0,0,7.65,0,0,0,1.64,0,0.55,0
