stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,0,0,0,0,12.26,81.73,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,4.28,0,1.07,0,0,0,0,0,0,0,0,0,14.98,2.14,2.14,0,1.07,0,0,35.3,8.56,0,0,12.84,0,0,3.21,3.21,0,0,0
21Day,5.35,0,0,9.37,1.34,5.35,2.68,0,0,0,1.34,0,4.02,1.34,1.34,10.71,1.34,6.69,0,0,0,0,14.72,12.05,0,1.34,6.69,2.68,0,1.34,0,0,0,2.68
3Month,0,0.32,0,6.72,0.32,0,0.32,1.6,3.52,0,13.12,1.6,0.32,5.44,0.64,2.24,2.88,1.6,1.28,0,0.32,0.32,0,0,0.96,0.32,0.32,0,0.96,0,0,0.32,2.24,0.64
22Month,0,1.09,1.09,4.92,0,0,0,0.55,2.73,0.55,19.13,1.09,1.09,4.37,0,0,1.64,1.64,0,0.55,0.55,0,0.55,0,1.09,0,0,0,0,1.09,0,0,0,1.09
