stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,42.83,0,0,0,0,0,0,1.34,0,0,0,1.34,68.27,1.34,4.02,0,0,0,0,4.02,0,0,0,0,1.34,2.68,0,0,0,1.34,0,0,0,1.34
3Month,1.92,10.56,5.12,3976.65,15.68,1.92,0.96,9.6,29.12,0,84.79,44.47,2.56,46.39,19.2,294.35,29.12,39.03,6.72,0.64,7.04,9.92,6.08,0.96,3.2,7.36,0,2.24,31.04,26.24,0.96,0,0,0.64,115.18,11.2,24.96
22Month,0,3.28,0,621,3.83,0,0,3.28,12.03,1.64,79.81,4.37,0,6.56,2.73,53.03,36.63,5.47,0.55,2.73,3.28,0,1.09,0,2.73,0,0.55,0,1.09,2.73,1.09,0.55,0,0,14.21,0,7.11
