stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,4.09,4.09,0,0,0,4.09,0,98.07,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,7.49,22.47,1.07,0,0,0,0,0,0,0,0,0,1.07,5.35,0,2.14,0,0,0,4.28,7.49,25.67,0,0,2.14,0,0,28.88,0,0,0,0,0
21Day,0,0,0,5.35,14.72,1.34,0,0,0,0,0,0,0,1.34,0,1.34,4.02,1.34,6.69,0,0,0,0,8.03,6.69,0,0,0,0,2.68,4.02,0,1.34,0,0,0
3Month,0.32,1.92,1.92,107.82,6.08,0,1.28,0.32,5.12,9.6,0,41.59,8.96,0,23.04,13.12,10.24,20.48,8.64,0.96,0.96,1.6,5.44,10.56,0.96,1.28,2.24,0.32,4.48,120.62,1.6,0.32,1.92,2.88,1502.48,4.8
22Month,0.55,0,0.55,49.75,1.64,0,1.09,0,2.19,0.55,1.09,33.35,2.73,1.09,13.67,0.55,2.19,12.57,2.19,0,1.09,0.55,0.55,3.83,0,3.28,0,0.55,0,83.64,1.09,0,0.55,0,6.01,2.19
