stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,3.21,1.07,6.42,0,0,0,0,0,0,0,0,0,7.49,14.98,0,8.56,0,0,0,5.35,691.09,18.19,0,3.21,0,6.42,0,0,17.12,0,0,0,0,0
21Day,1.34,0,0,6.69,0,12.05,0,1.34,0,1.34,0,0,0,2.68,2.68,0,4.02,1.34,14.72,0,0,2.68,2.68,372.11,20.08,0,1.34,0,9.37,10.71,10.71,30.79,0,1.34,1.34,0,0
3Month,0,0.96,0.32,10.56,0,0,0.32,0,0.64,1.28,0,19.2,2.88,0.32,5.12,2.24,2.88,0.96,7.36,0.96,0,2.56,22.08,4.16,1.28,2.56,0.32,0,0,1.6,45.11,1.28,0,0,0.32,5.44,3.2
22Month,0,1.64,2.19,14.21,0.55,0,0.55,0.55,1.64,5.47,0.55,75.98,1.64,1.09,8.75,1.09,1.64,0.55,22.96,1.09,2.73,2.19,1.64,10.39,0.55,0.55,1.09,3.83,0,0.55,66.69,3.83,0.55,0,0,0,3.28
