stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,2.14,0,0,1.07,0,5.35,5.35,0,0,0,3.21,0,0,0,0,1.07,0,0,0
21Day,0,0,12.05,5.35,0,0,0,0,1.34,1.34,0,2.68,0,4.02,13.39,1.34,1.34,1.34,4.02,0,0,2.68,0,4.02,5.35,1.34,0,0,8.03,1.34,1.34,2.68,1.34,0,0,0,0
3Month,4.48,13.76,36.79,366.98,1.28,15.04,1.92,0.32,1036.32,46.07,1.28,383.94,63.99,11.84,3618.63,10.88,55.35,72.31,62.07,17.28,1.28,610.46,16.64,39.03,0.64,124.14,4.16,0,1.92,13.12,73.91,4.16,0,2.88,9.92,24,53.75
22Month,2.19,25.69,108.24,171.65,1.09,28.97,0.55,0,335.1,23.51,27.33,1617,13.67,22.96,904.17,7.65,43.19,64.51,54.67,1.64,20.23,206.64,0,21.87,3.28,36.63,6.01,12.57,1.64,2.19,75.44,3.83,3.28,1.09,1.64,0,34.44
