stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,6.42,6.42,0,1.07,0,1.07,0,0,0,1.07,0,2.14,8.56,3.21,5.35,0,0,23.54,18.19,0,0,4.28,0,0,0,0,1.07,0,0,0
21Day,5.35,0,14.72,14.72,0,0,0,1.34,0,2.68,0,21.42,2.68,2.68,12.05,13.39,8.03,0,0,10.71,4.02,0,1.34,1.34,1.34,1.34,1.34,2.68,0,0,0,22.76
3Month,0,0,9.6,0,0.32,0,0.64,2.24,0,7.04,14.4,0.96,2.88,0.64,5.12,12.48,1.28,0.96,0.64,0.64,0,0,0,0,0.64,3.2,0,0,0,0.64,1.6,82.23
22Month,0,0.55,2.73,0,0,0,0,4.37,1.09,13.12,0.55,1.09,1.64,0.55,1.64,5.47,0.55,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,27.33
