stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,4.09,8.17,0,0,0,0,12.26,81.73,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,3.21,0,3.21,0,0,0,0,0,0,0,0,1.07,0,1.07,5.35,3.21,2.14,0,0,0,0,59.91,13.91,0,6.42,0,0,4.28,0,0,1.07,0,0,0
21Day,2.68,0,10.71,0,12.05,0,2.68,0,0,1.34,0,0,0,0,0,2.68,5.35,4.02,9.37,0,0,1.34,0,16.06,9.37,1.34,0,1.34,0,1.34,0,2.68,2.68,0,0,1.34
3Month,0,2.56,9.92,0.32,0,0.64,0.32,1.28,1.28,0.32,0,10.24,3.2,0.64,7.36,0.96,2.88,2.56,4.16,0.64,0,1.28,0.64,1.92,0,0.32,0.32,0.32,6.4,0,0,0,0.32,2.56,7.36,1.92
22Month,0,1.09,4.92,0,0,0.55,0.55,0,0.55,3.28,0,18.04,0,0,2.19,0,1.09,8.2,1.09,0,0.55,0,0,0,0,0.55,0,0,1.64,0,0.55,0,0,0,0,1.09
