stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,212.49,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,7.49,0,0,0,0,0,0,0,26.74,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,2.68,1.34,0,2.68,0,0,0,0,0,0,18.74,0,0,2.68,10.71,0,0,0,30.79,21.42,0,0,2.68,0,1.34,2.68,0,0,0,4.02,5.35,0,1.34,0,2.68,0,0,0,6.69
3Month,1.28,21.12,0.96,14.72,0.32,0,0.96,0.32,1.6,3.52,499.44,0.32,23.04,237.4,2.88,10.24,2.56,6.08,267.48,48.63,9.28,0,9.92,2.24,2.24,1.6,1.28,1.92,0,2.24,5.76,0.96,38.71,1.28,0,3.2,6.08,48.95,52.15
22Month,1.64,48.11,1.09,8.75,1.09,0,6.56,0,0,0.55,856.06,4.37,99.49,92.93,4.37,7.11,0.55,2.73,384.3,77.08,3.83,1.64,8.75,0,1.09,1.09,0.55,2.19,1.09,0.55,1.64,0,9.84,3.83,0,1.09,3.28,0.55,14.76
