stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,3.21,0,0,0,0,0,0,0,0,1.07,0,4.28,0,1.07,0,0,0,0,16.05,6.42,0,0,0,5.35,1.07,0,0,0,0,0,0
21Day,0,0,0,0,0,8.03,0,2.68,0,5.35,0,0,1.34,0,1.34,0,5.35,1.34,5.35,0,0,0,0,8.03,5.35,0,1.34,0,2.68,0,0,0,0,0,0,0
3Month,0.64,2.88,9.6,18.56,0.32,0,1.6,0.64,3.2,21.76,0,294.99,34.87,0.96,114.22,2.88,4.8,8.96,10.56,0.96,0.64,4.16,27.2,1.92,0.32,1.6,2.24,0,1.92,6.72,14.72,1.92,0,2.24,1.92,7.04
22Month,0.55,3.28,6.01,9.84,1.09,0,0,1.64,3.83,38.81,4.92,479.96,11.48,7.65,71.07,0.55,2.73,12.03,12.57,1.09,8.2,2.73,2.73,2.19,0,2.19,1.64,0.55,0.55,1.64,2.19,0.55,1.09,0,0,5.47
