stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,122.59,0,0,0,4.09,0,0,0,0,20.43,0,0,0,0,0,16.35,98.07,16.35,0,0,0,0,0,28.6,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,60.98,0,3.21,0,0,0,0,5.35,0,0,0,0,0,0,18.19,100.56,4.28,12.84,0,5.35,1.07,0,19.26,10.7,2.14,0,0,10.7,0,0,1.07,0,1.07,0,0,0
21Day,5.35,0,0,133.85,0,2.68,0,0,0,0,14.72,0,0,10.71,0,1.34,16.06,5.35,96.37,18.74,18.74,0,0,2.68,0,28.11,4.02,4.02,0,0,6.69,13.39,0,1.34,0,0,0,0,0
3Month,2.24,1.92,4.16,134.7,0.32,0,1.92,0,0.32,9.6,361.22,0,0,90.87,9.28,2.88,136.62,4.48,92.15,71.67,25.6,1.92,0.32,4.8,9.28,3.2,0.64,13.44,0.96,0,0,5.44,8,0.96,0,0.64,14.08,3.84,4.48
22Month,0.55,3.83,8.75,70.52,0,0,1.09,0,0,14.76,484.34,69.43,0,342.75,9.84,22.96,230.69,0.55,42.09,107.14,13.67,0,6.01,4.92,0,0.55,0.55,18.59,1.09,1.09,0,0,2.73,0,0.55,0,1.64,0,0
