stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,20.43,40.86,0,0,0,8.17,326.91,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,3.21,1.07,6.42,0,0,0,0,0,0,0,1.07,0,2.14,2.14,0,8.56,0,0,2.14,324.15,35.3,0,0,11.77,0,1.07,5.35,0,0,4.28,0,0,0
21Day,10.71,1.34,0,14.72,0,10.71,0,1.34,0,0,0,0,1.34,8.03,4.02,1.34,4.02,5.35,22.76,0,1.34,6.69,307.86,22.76,0,0,5.35,6.69,1.34,2.68,2.68,4.02,0,0,1.34,5.35
3Month,0,0,0,4.16,0,0,0.32,0.32,0.96,0.96,0,9.92,0.96,0,2.56,0,2.24,0.32,6.4,0,0,0.64,2.24,0.32,0.64,0.64,0,0.32,24,0.96,0,0,0,1.28,5.44,0.64
22Month,0,0,1.09,5.47,0,0,0,0.55,0,4.37,2.19,87.46,1.64,1.09,1.64,0,1.09,1.64,12.03,0.55,4.37,1.64,2.73,0,0.55,3.28,0,0,1.64,2.19,1.64,0,0,0,0,0
