stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,81.73,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,1.07,0,8.56,2.14,14.98,0,1.07,0,0,0,0,0,0,0,3.21,28.88,3.21,14.98,0,0,0,2055.07,224.66,3.21,10.7,20.33,1.07,0,72.75,0,3.21,2.14,0,0,0
21Day,14.72,1.34,0,9.37,1.34,20.08,0,4.02,0,1.34,0,4.02,0,9.37,4.02,0,12.05,12.05,9.37,0,4.02,0,821.86,84.33,1.34,34.8,10.71,26.77,2.68,34.8,2.68,6.69,2.68,0,0,2.68
3Month,0,0,0.32,3.84,0.32,0,0,0,0.64,0.96,0,5.76,1.28,0,3.84,0.32,0.96,1.28,1.6,0.32,0.32,0.64,45.43,1.6,9.92,21.44,0,0.64,3.52,0.96,0,0,0.96,0,1.28,0.64
22Month,0.55,0,0,2.19,1.09,0,0.55,0.55,0.55,3.28,0.55,33.89,1.64,1.09,3.83,1.09,1.09,3.83,2.73,0,0,0,26.79,1.64,12.57,16.95,0,0,10.39,3.83,1.09,0,0,1.64,0,1.64
