stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,12.26,36.78,20.43,130.76,0,0,0,4.09,4.09,572.1,0,0,32.69,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,1.07,0,3.21,0,0,0,0,0,0,0,1.07,0,0,4.28,0,19.26,0,0,0,0,9.63,53.49,0,0,7.49,0,0,4.28,0,2.14,0,0,0
21Day,5.35,0,0,5.35,0,4.02,0,5.35,0,0,0,8.03,0,1.34,0,0,1.34,0,32.12,0,0,0,0,8.03,6.69,0,0,4.02,4.02,0,0,0,0,0,0,2.68
3Month,0.96,1.28,0.64,12.16,0,0,0.64,0.32,0.96,1.92,0,50.23,0.96,0.96,3.2,0.32,4.16,2.88,7.36,1.92,0.32,0.96,5.44,0,0.64,0.64,0.64,0,1.6,35.83,0.32,0,0.32,2.56,5.12,4.16
22Month,1.09,12.03,8.75,9.84,0.55,0,1.09,1.64,10.93,19.68,7.11,259.11,4.92,10.39,256.38,0.55,1.64,14.21,31.71,0.55,12.57,19.68,1.09,0,0.55,1.64,3.83,1.64,1.64,3.28,0.55,0.55,0,0.55,0,5.47
