stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,12.26,138.94,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,3.21,0,5.35,3.21,3.21,0,0,0,0,0,0,0,0,0,0,3.21,14.98,1.07,19.26,0,0,0,0,120.89,39.58,0,1.07,0,11.77,0,0,7.49,0,0,0,0
21Day,5.35,0,1.34,29.45,5.35,13.39,0,10.71,0,0,0,0,4.02,0,9.37,1.34,4.02,5.35,4.02,34.8,0,0,1.34,0,66.93,20.08,0,2.68,0,6.69,1.34,0,5.35,4.02,0,0,2.68
3Month,0,1.28,0.64,17.6,0.32,0,0.32,0.64,0.32,1.6,4.48,0,30.4,1.92,1.6,11.52,1.28,5.76,3.2,8,1.6,0,2.24,0.96,3.84,0,1.28,0.64,0,1.28,0,14.08,0.96,0,6.72,3.84,2.24
22Month,0,7.11,1.64,9.84,0,0,0.55,1.64,0,1.64,12.03,4.37,137.21,2.73,1.64,12.03,0.55,2.19,14.76,4.37,0,1.64,0.55,0,2.73,0.55,2.73,3.28,0.55,0,0,7.65,1.64,0,0,0,1.09
