stage,Cardiomyocyte,Epithelial_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Retinal_pigment_epithelial_cell
24hpf,4.09,20.43,4.09,0,4.09,36.78,8.17,167.54,8.17,4.09
72hpf,0,0,0,1.07,0,2.14,1.07,8.56,0,0
21Day,2.68,2.68,0,0,0,1.34,0,2.68,2.68,0
