stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,16.35,0,0,0,0,4.09,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,3.21,7.49,3.21,5.35,0,2.14,0,0,20.33,26.74,0,0,0,3.21,0,0,2.14,0,0,0,0,0,0
21Day,1.34,0,0,16.06,2.68,0,0,0,0,0,1.34,0,2.68,1.34,4.02,1.34,4.02,10.71,0,0,1.34,0,13.39,4.02,0,0,0,5.35,1.34,0,0,0,1.34,5.35,0,0,1.34
3Month,0,4.16,0.96,24.32,0,0.96,0.32,5.44,5.12,0,14.08,2.88,0.32,11.2,3.2,10.88,4.48,7.68,0.64,0,0.96,0.64,0.96,0.32,1.6,1.92,0,0.96,0.32,28.8,0.96,0,0,0,3.2,0.32,4.16
22Month,0,3.28,1.09,6.56,0,0.55,0.55,0,4.92,1.64,53.57,1.64,2.19,7.65,1.09,2.19,10.93,6.56,0,1.09,1.64,0,1.64,0,1.09,1.64,0.55,0,0,3.83,0,0.55,0,0.55,0.55,0,2.19
