stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,36.78,28.6,0,0,0,0,0,0,0,0,4.09,0
72hpf,26.74,4.28,0,14.98,2.14,23.54,0,0,0,1.07,0,0,0,0,0,0,2.14,33.16,4.28,24.61,0,4.28,2.14,3473.61,77.02,0,22.47,35.3,0,0,14.98,0,4.28,4.28,0
21Day,25.43,1.34,0,29.45,1.34,30.79,0,1.34,0,1.34,0,0,1.34,0,2.68,4.02,2.68,20.08,4.02,24.09,1.34,0,2.68,1416.17,26.77,0,18.74,17.4,20.08,1.34,6.69,4.02,9.37,2.68,9.37
3Month,0.32,0.32,0,4.48,0.64,0,0.64,0,1.6,0.96,0,0,6.72,0.32,1.6,3.84,0.64,2.24,1.28,1.6,0,0,0,15.36,0.32,0.32,10.56,0,0.32,6.08,0,0,0,0,0.64
22Month,0,0.55,0.55,4.92,1.09,0,0,0,0.55,6.01,0.55,0,38.81,2.73,0,6.01,0,0.55,2.73,3.28,0,3.28,0,13.67,0,0,6.01,1.64,0.55,5.47,1.09,0,0,0,1.09
