stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,36.78,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,36.78,44.95,0,0,0,302.39,1197.32,85.81,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,27.81,8.56,0,16.05,3.21,34.23,0,0,0,0,0,0,0,4.28,0,18.19,42.79,8.56,24.61,0,3.21,0,3237.19,602.29,27.81,25.67,37.44,2.14,0,119.82,46,50.28,1.07,0,0,0
21Day,24.09,1.34,2.68,76.3,5.35,45.51,0,2.68,0,5.35,0,1.34,0,32.12,4.02,1.34,34.8,6.69,73.62,0,0,8.03,1638.36,148.58,45.51,6.69,17.4,42.83,0,10.71,60.23,306.52,2.68,0,0,12.05
3Month,0,0.64,0.32,19.84,0.64,0,0.32,0,0.32,2.88,0,18.56,2.56,0,4.16,0.32,5.76,8.64,11.2,1.6,0,0,61.11,5.44,29.44,4.48,0,0.64,2.56,0,0,0,0,1.6,1.28,6.4
22Month,0.55,1.09,0,14.21,0,0,2.19,0,1.09,9.84,3.28,79.26,3.28,2.73,6.56,0,12.03,18.04,19.13,0.55,2.19,1.09,54.12,1.64,28.43,3.83,0,0,6.01,4.37,0.55,0,0,0,0,14.21
