stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,24.52,0,0,0,0,4.09,269.7,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,7.49,1.07,0,7.49,2.14,4.28,0,0,0,0,0,0,0,0,1.07,0,3.21,1.07,1.07,18.19,0,0,0,0,114.47,43.86,1.07,0,7.49,0,0,6.42,1.07,2.14,0,0,0
21Day,4.02,1.34,0,18.74,0,8.03,0,2.68,0,0,4.02,0,0,0,4.02,1.34,0,6.69,0,26.77,0,0,2.68,0,38.82,21.42,0,0,6.69,0,0,4.02,0,0,0,0,0
3Month,0.32,1.6,0.32,12.48,0,0,0.32,0.64,0.32,3.2,1.28,0.32,11.84,0.64,0.64,3.52,1.6,1.92,2.88,4.8,0.32,0,0.64,0.32,0.96,0,0.64,0.64,0.32,0.96,16.64,0.64,0,0.32,2.24,7.68,2.88
22Month,0,0,0,1.64,0,0,0,0,0,0,0.55,0,5.47,2.19,2.19,2.19,0,0,1.09,1.09,0,0.55,0.55,0,0,0,0,0,0,0,0.55,0,0,0,0,0,1.64
